Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Communication skills,Logical quotient rating,hackathons,Extra-courses did,certifications,workshops,interestedsubjects,interestedcareerarea ,Job/Higher Studies?,interested in games,Management or Technical,Introvert,JobRole
77,77,68,84,79,60,1,6,no,app development,database security,cloud computing,developer,higherstudies,no,Technical,yes,Web Developer
69,93,87,60,88,74,1,4,yes,shell programming,game development,cloud computing,cloud computing,higherstudies,no,Technical,no,Web Developer
92,86,63,67,64,73,9,4,no,r programming,game development,hacking,security,higherstudies,no,Technical,yes,Web Developer
85,94,80,60,91,94,2,4,yes,information security,web technologies,parallel computing,testing,higherstudies,yes,Technical,yes,Web Developer
65,80,82,72,78,75,8,0,no,app development,testing,Computer Architecture,system developer,higherstudies,no,Management,yes,Web Developer
77,61,92,73,90,63,9,0,no,full stack,testing,IOT,testing,higherstudies,no,Management,yes,Web Developer
88,66,87,75,79,78,7,3,no,distro making,database security,hacking,system developer,higherstudies,yes,Technical,yes,Web Developer
74,79,82,91,83,78,8,5,no,machine learning,cloud computing,programming,Business process analyst,job,yes,Technical,yes,Web Developer
73,79,77,80,85,85,1,0,no,python,cloud computing,networks,security,higherstudies,no,Technical,no,Web Developer
90,66,65,65,74,63,7,0,yes,shell programming,hacking,programming,testing,higherstudies,yes,Technical,no,Web Developer
74,84,64,64,80,76,5,5,no,shell programming,data science,data engineering,system developer,higherstudies,no,Technical,yes,Web Developer
89,92,87,75,80,64,6,2,yes,distro making,database security,Software Engineering,system developer,higherstudies,no,Management,yes,Web Developer
70,65,63,65,77,67,2,2,no,app development,database security,Software Engineering,security,job,yes,Technical,no,Web Developer
76,70,63,92,70,67,8,3,no,information security,database security,programming,developer,higherstudies,yes,Technical,no,Web Developer
63,81,93,89,93,89,5,2,yes,information security,game development,Management,Business process analyst,higherstudies,yes,Management,no,Web Developer
86,79,61,89,79,87,5,2,yes,python,data science,programming,Business process analyst,higherstudies,yes,Technical,no,Web Developer
61,74,82,83,60,68,2,2,yes,r programming,game development,IOT,Business process analyst,job,no,Management,yes,Web Developer
66,69,83,87,91,66,6,0,yes,machine learning,testing,Management,developer,job,no,Technical,no,Web Developer
78,71,74,77,86,78,1,3,no,r programming,cloud computing,IOT,cloud computing,higherstudies,no,Management,no,Web Developer
85,79,88,79,80,60,3,1,no,distro making,database security,cloud computing,developer,job,no,Technical,yes,Web Developer
91,94,60,68,94,91,5,5,yes,app development,web technologies,networks,developer,higherstudies,no,Management,no,Web Developer
83,74,70,88,86,77,6,1,no,hadoop,cloud computing,Management,testing,higherstudies,yes,Technical,yes,Web Developer
64,61,89,76,93,60,4,1,yes,shell programming,database security,IOT,Business process analyst,higherstudies,yes,Management,yes,Web Developer
60,61,86,72,62,63,5,4,yes,information security,testing,Software Engineering,system developer,higherstudies,no,Technical,no,Web Developer
90,63,90,84,71,89,8,3,no,full stack,data science,programming,system developer,job,no,Management,yes,Web Developer
86,94,77,66,77,64,4,2,yes,python,hacking,programming,developer,higherstudies,yes,Technical,yes,Web Developer
93,71,82,77,65,73,1,1,yes,full stack,hacking,Computer Architecture,security,higherstudies,no,Management,no,Web Developer
91,89,75,93,90,80,7,3,no,full stack,system designing,Software Engineering,system developer,higherstudies,yes,Management,no,Web Developer
77,79,91,77,64,69,7,6,no,shell programming,cloud computing,Software Engineering,system developer,higherstudies,yes,Technical,yes,Web Developer
63,66,93,69,83,85,1,2,no,distro making,system designing,hacking,developer,job,yes,Technical,no,Web Developer
87,63,76,60,82,74,9,0,no,r programming,game development,hacking,security,higherstudies,yes,Technical,no,Web Developer
64,88,78,71,78,80,1,3,yes,full stack,web technologies,Management,testing,higherstudies,yes,Management,yes,Web Developer
79,76,83,72,60,80,4,0,yes,distro making,web technologies,parallel computing,Business process analyst,higherstudies,no,Technical,yes,Web Developer
90,79,83,70,82,73,4,2,yes,hadoop,game development,cloud computing,testing,higherstudies,no,Management,no,Web Developer
79,65,84,69,82,79,5,2,yes,information security,system designing,programming,system developer,higherstudies,no,Technical,no,Web Developer
82,71,80,75,80,67,1,2,no,python,database security,programming,security,higherstudies,no,Management,yes,Web Developer
77,84,62,60,64,68,4,3,yes,shell programming,hacking,hacking,testing,higherstudies,yes,Technical,yes,Web Developer
74,74,81,61,60,82,6,5,yes,full stack,hacking,parallel computing,developer,higherstudies,no,Technical,yes,Web Developer
84,81,84,80,73,84,2,3,yes,python,web technologies,IOT,testing,job,yes,Management,no,Web Developer
63,73,70,91,94,63,8,1,yes,information security,web technologies,IOT,developer,higherstudies,no,Technical,no,Web Developer
91,76,82,70,87,66,9,5,no,hadoop,cloud computing,cloud computing,security,higherstudies,yes,Management,no,Web Developer
67,79,68,67,76,89,7,6,no,information security,database security,Computer Architecture,Business process analyst,job,no,Technical,yes,Web Developer
84,65,60,66,78,87,7,5,no,machine learning,system designing,Computer Architecture,Business process analyst,higherstudies,no,Management,no,Web Developer
83,68,75,91,64,87,8,0,no,hadoop,web technologies,parallel computing,Business process analyst,job,yes,Management,no,Web Developer
70,81,83,89,78,62,9,3,no,distro making,hacking,Software Engineering,security,higherstudies,no,Technical,yes,Web Developer
60,64,82,88,85,68,9,0,yes,information security,system designing,Software Engineering,testing,job,yes,Technical,yes,Web Developer
82,85,76,94,78,89,7,2,no,information security,testing,Computer Architecture,developer,job,yes,Technical,no,Web Developer
79,88,86,68,62,80,2,3,no,information security,database security,hacking,system developer,higherstudies,no,Management,no,Web Developer
90,83,84,63,70,65,5,5,no,app development,cloud computing,parallel computing,cloud computing,job,yes,Technical,yes,Web Developer
80,64,90,74,85,78,4,0,yes,r programming,cloud computing,Computer Architecture,cloud computing,higherstudies,no,Technical,no,Web Developer
67,72,77,76,94,87,7,4,no,app development,database security,IOT,testing,job,no,Management,yes,Web Developer
82,70,69,60,83,66,8,4,yes,distro making,testing,programming,testing,job,yes,Management,no,Web Developer
77,90,83,77,72,80,8,5,yes,full stack,system designing,cloud computing,developer,job,yes,Management,yes,Web Developer
74,92,71,78,93,82,8,6,no,full stack,web technologies,IOT,developer,job,no,Management,yes,Web Developer
83,92,75,64,85,69,3,4,no,full stack,web technologies,networks,cloud computing,job,no,Management,yes,Web Developer
85,88,78,63,69,82,2,0,no,distro making,testing,networks,Business process analyst,higherstudies,yes,Management,yes,Web Developer
61,87,68,81,93,68,5,6,no,python,game development,Software Engineering,developer,higherstudies,no,Management,no,Web Developer
68,72,90,61,79,63,1,0,no,information security,data science,cloud computing,system developer,higherstudies,no,Technical,no,Web Developer
79,67,72,65,81,80,5,6,no,hadoop,database security,hacking,cloud computing,higherstudies,yes,Management,yes,Web Developer
86,87,67,77,67,92,3,3,yes,python,database security,parallel computing,security,higherstudies,no,Technical,yes,Web Developer
70,89,66,90,70,84,4,0,yes,app development,cloud computing,Management,system developer,job,yes,Technical,no,Web Developer
92,94,62,68,82,88,2,2,yes,app development,web technologies,programming,system developer,higherstudies,yes,Technical,yes,Web Developer
89,82,71,82,69,86,5,5,no,distro making,cloud computing,hacking,system developer,higherstudies,yes,Technical,yes,Web Developer
74,82,79,71,92,94,1,1,no,information security,system designing,hacking,Business process analyst,higherstudies,no,Management,no,Web Developer
83,71,66,71,72,92,5,5,no,full stack,system designing,hacking,testing,higherstudies,yes,Technical,yes,Web Developer
76,86,64,67,69,84,3,3,no,shell programming,data science,hacking,cloud computing,higherstudies,yes,Management,no,Web Developer
87,83,91,76,80,63,5,5,no,hadoop,system designing,Computer Architecture,system developer,higherstudies,yes,Technical,no,Web Developer
61,77,69,68,91,69,2,3,yes,app development,system designing,cloud computing,Business process analyst,higherstudies,yes,Technical,yes,Web Developer
78,88,87,67,83,62,7,3,yes,machine learning,data science,programming,security,job,yes,Management,no,Web Developer
91,75,84,67,79,62,9,1,no,shell programming,web technologies,data engineering,developer,higherstudies,yes,Management,yes,Web Developer
70,73,80,82,79,81,8,4,yes,distro making,testing,networks,testing,job,no,Management,yes,Web Developer
71,69,73,92,90,69,9,3,no,distro making,game development,cloud computing,testing,job,yes,Management,no,Web Developer
77,67,77,83,92,86,8,3,no,shell programming,game development,networks,cloud computing,higherstudies,yes,Management,no,Web Developer
60,67,63,66,85,66,1,1,yes,python,cloud computing,Management,security,higherstudies,no,Technical,no,Web Developer
80,82,89,73,63,76,6,6,no,machine learning,cloud computing,cloud computing,system developer,job,no,Technical,yes,Web Developer
82,88,61,94,81,90,4,6,no,machine learning,database security,data engineering,security,job,yes,Technical,yes,Web Developer
72,71,80,77,69,90,7,2,no,shell programming,data science,Software Engineering,developer,higherstudies,yes,Technical,no,Web Developer
92,65,62,83,63,66,5,0,yes,shell programming,cloud computing,hacking,Business process analyst,higherstudies,yes,Technical,yes,Web Developer
76,94,74,68,69,93,7,2,yes,full stack,data science,IOT,system developer,job,yes,Technical,no,Web Developer
84,68,85,76,94,85,3,1,no,r programming,hacking,networks,system developer,job,no,Technical,yes,Web Developer
74,60,70,64,84,94,2,6,yes,full stack,testing,Computer Architecture,Business process analyst,higherstudies,yes,Management,yes,Web Developer
68,77,91,94,63,60,4,0,yes,full stack,system designing,Management,cloud computing,job,no,Technical,yes,Web Developer
90,84,62,85,72,87,5,2,no,python,testing,cloud computing,security,higherstudies,no,Management,yes,Web Developer
84,67,60,72,86,65,6,4,yes,information security,database security,data engineering,developer,higherstudies,no,Management,yes,Web Developer
71,64,63,70,88,76,2,5,no,python,cloud computing,Management,developer,job,no,Management,yes,Web Developer
77,74,65,83,84,68,7,5,yes,machine learning,data science,Software Engineering,system developer,higherstudies,no,Management,no,Web Developer
82,86,62,88,65,77,1,1,no,shell programming,hacking,parallel computing,system developer,job,yes,Management,no,Web Developer
82,91,89,61,64,89,9,1,yes,information security,database security,IOT,testing,job,yes,Management,yes,Web Developer
65,60,80,76,94,88,8,0,yes,full stack,database security,hacking,security,higherstudies,no,Technical,yes,Web Developer
83,87,83,60,81,65,1,1,yes,shell programming,data science,IOT,security,higherstudies,yes,Technical,no,Web Developer
91,84,78,61,75,70,7,5,no,app development,web technologies,networks,cloud computing,job,yes,Management,yes,Web Developer
86,61,66,83,68,93,6,6,yes,hadoop,database security,hacking,cloud computing,higherstudies,yes,Technical,no,Web Developer
69,76,88,76,65,63,9,1,yes,machine learning,web technologies,Management,developer,job,no,Management,yes,Web Developer
73,78,70,71,62,65,4,2,yes,app development,testing,Software Engineering,system developer,higherstudies,no,Technical,no,Web Developer
74,78,62,85,60,63,5,3,no,information security,testing,IOT,security,job,no,Management,yes,Web Developer
71,85,77,76,72,61,2,6,yes,r programming,database security,programming,testing,higherstudies,yes,Technical,yes,Web Developer
87,84,92,85,69,76,7,0,no,full stack,testing,Computer Architecture,developer,higherstudies,yes,Technical,no,Web Developer
93,71,73,94,78,73,2,4,no,hadoop,hacking,programming,security,job,no,Management,no,Web Developer
86,89,87,86,60,72,2,0,yes,hadoop,system designing,cloud computing,system developer,higherstudies,no,Technical,no,Web Developer
74,71,85,73,66,63,7,3,yes,python,system designing,networks,Business process analyst,job,yes,Technical,no,Web Developer
63,93,65,86,78,62,8,2,no,full stack,web technologies,hacking,Business process analyst,higherstudies,no,Technical,no,Web Developer
92,85,84,75,63,64,5,4,yes,r programming,web technologies,Software Engineering,developer,higherstudies,no,Technical,yes,Web Developer
87,75,77,84,77,78,1,2,yes,machine learning,database security,programming,system developer,job,no,Management,yes,Web Developer
69,67,61,72,82,65,1,2,yes,shell programming,game development,data engineering,cloud computing,job,yes,Management,yes,Web Developer
84,86,60,73,91,84,8,5,no,full stack,database security,Software Engineering,cloud computing,higherstudies,yes,Technical,no,Web Developer
76,88,70,78,78,66,8,6,no,app development,database security,Software Engineering,system developer,higherstudies,yes,Technical,yes,Web Developer
81,84,82,63,81,81,9,2,yes,hadoop,system designing,Software Engineering,developer,higherstudies,no,Technical,no,Web Developer
67,84,70,87,73,72,6,6,no,information security,database security,IOT,security,higherstudies,no,Technical,yes,Web Developer
94,90,78,68,71,61,1,1,no,hadoop,web technologies,networks,security,job,no,Management,no,Web Developer
69,77,66,79,68,87,6,3,yes,full stack,database security,Software Engineering,testing,job,no,Technical,yes,Web Developer
